,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,region
10,11 Nov,0.2,0.2,0.2,0.2,27.6,29.6,25.2,23.9,52.6,2021,Pasir Panjang
11,12 Nov,10.4,9.6,10.4,10.4,27.5,29.5,22.3,18.2,74.8,2021,Pasir Panjang
12,13 Nov,13.8,9.6,10.6,11.2,26.6,27.5,22.7,10.7,75.9,2021,Pasir Panjang
13,14 Nov,0.0,0.0,0.0,0.0,28.7,31.5,26.1,9.5,30.9,2021,Pasir Panjang
14,15 Nov,0.0,0.0,0.0,0.0,27.7,29.7,26.6,9.1,39.3,2021,Pasir Panjang
15,16 Nov,0.0,0.0,0.0,0.0,28.8,32.0,26.4,8.5,24.4,2021,Pasir Panjang
16,17 Nov,3.6,3.0,3.0,3.6,28.5,30.8,26.3,8.9,49.3,2021,Pasir Panjang
17,18 Nov,84.0,31.6,55.2,69.0,26.8,28.6,23.0,10.8,71.7,2021,Pasir Panjang
18,19 Nov,0.0,0.0,0.0,0.0,28.1,30.2,26.5,11.2,33.9,2021,Pasir Panjang
19,20 Nov,3.2,2.4,2.4,2.8,27.1,29.0,24.0,9.5,61.1,2021,Pasir Panjang
20,21 Nov,0.0,0.0,0.0,0.0,28.1,32.8,26.3,8.5,35.2,2021,Pasir Panjang
21,22 Nov,29.6,18.4,25.4,29.6,27.9,31.0,23.5,9.5,53.3,2021,Pasir Panjang
22,23 Nov,35.8,27.6,34.6,35.4,26.9,29.9,23.5,7.6,60.7,2021,Pasir Panjang
23,24 Nov,3.2,1.2,1.6,2.2,26.0,26.6,25.0,6.4,41.1,2021,Pasir Panjang
24,25 Nov,0.0,0.0,0.0,0.0,27.8,31.5,25.0,7.9,23.3,2021,Pasir Panjang
25,26 Nov,0.0,0.0,0.0,0.0,27.9,30.7,25.4,14.5,47.8,2021,Pasir Panjang
26,27 Nov,0.0,0.0,0.0,0.0,28.0,31.1,26.1,10.9,43.9,2021,Pasir Panjang
27,28 Nov,0.0,0.0,0.0,0.0,28.3,30.1,26.7,10.6,37.4,2021,Pasir Panjang
28,29 Nov,0.0,0.0,0.0,0.0,28.9,30.9,26.1,18.3,54.1,2021,Pasir Panjang
29,30 Nov,0.0,0.0,0.0,0.0,29.6,31.8,25.3,10.9,42.0,2021,Pasir Panjang
0,1 Oct,15.2,6.6,7.4,9.2,27.2,29.6,24.3,14.1,65.6,2021,Pasir Panjang
1,2 Oct,2.6,2.2,2.6,2.6,26.6,29.1,23.8,8.8,54.4,2021,Pasir Panjang
2,3 Oct,0.0,0.0,0.0,0.0,28.3,31.2,26.0,8.0,22.0,2021,Pasir Panjang
3,4 Oct,0.0,0.0,0.0,0.0,29.2,31.3,27.2,7.8,25.6,2021,Pasir Panjang
4,5 Oct,3.2,2.8,2.8,2.8,28.1,29.2,22.3,14.5,87.4,2021,Pasir Panjang
5,6 Oct,0.0,0.0,0.0,0.0,29.3,31.3,27.7,17.0,49.3,2021,Pasir Panjang
6,7 Oct,0.0,0.0,0.0,0.0,29.1,30.5,27.1,20.8,50.0,2021,Pasir Panjang
7,8 Oct,0.0,0.0,0.0,0.0,29.4,32.3,27.8,11.3,34.6,2021,Pasir Panjang
8,9 Oct,0.0,0.0,0.0,0.0,29.5,31.3,28.1,11.7,30.2,2021,Pasir Panjang
9,10 Oct,0.2,0.2,0.2,0.2,28.5,30.6,25.9,10.9,56.1,2021,Pasir Panjang
10,11 Oct,0.0,0.0,0.0,0.0,29.3,32.5,27.4,13.1,42.0,2021,Pasir Panjang
11,12 Oct,0.0,0.0,0.0,0.0,30.2,32.6,29.0,10.1,28.5,2021,Pasir Panjang
12,13 Oct,0.0,0.0,0.0,0.0,29.7,31.7,28.7,10.5,28.2,2021,Pasir Panjang
13,14 Oct,0.0,0.0,0.0,0.0,29.6,31.8,28.6,13.5,29.4,2021,Pasir Panjang
14,15 Oct,0.0,0.0,0.0,0.0,29.6,31.3,25.6,11.3,53.3,2021,Pasir Panjang
15,16 Oct,0.0,0.0,0.0,0.0,29.9,31.8,28.9,9.3,31.7,2021,Pasir Panjang
16,17 Oct,1.0,0.6,0.8,0.8,28.3,31.5,26.1,7.9,43.5,2021,Pasir Panjang
17,18 Oct,16.6,13.4,16.6,16.6,27.6,30.4,25.1,7.3,38.2,2021,Pasir Panjang
18,19 Oct,0.0,0.0,0.0,0.0,28.8,30.9,26.8,8.9,26.7,2021,Pasir Panjang
19,20 Oct,22.2,12.6,16.0,16.2,26.9,30.3,24.5,9.9,39.6,2021,Pasir Panjang
20,21 Oct,0.0,0.0,0.0,0.0,27.4,30.1,25.4,13.1,46.9,2021,Pasir Panjang
21,22 Oct,0.0,0.0,0.0,0.0,27.8,29.9,26.6,10.0,45.7,2021,Pasir Panjang
22,23 Oct,0.0,0.0,0.0,0.0,27.9,29.8,26.5,8.0,28.5,2021,Pasir Panjang
23,24 Oct,0.0,0.0,0.0,0.0,28.0,30.8,26.5,9.2,37.8,2021,Pasir Panjang
24,25 Oct,1.0,1.0,1.0,1.0,28.2,30.2,26.8,11.7,63.0,2021,Pasir Panjang
25,26 Oct,0.0,0.0,0.0,0.0,29.0,31.4,26.7,9.1,29.4,2021,Pasir Panjang
26,27 Oct,6.8,5.8,6.4,6.8,28.7,31.7,24.9,13.8,60.2,2021,Pasir Panjang
27,28 Oct,11.4,5.4,10.4,11.2,28.0,29.9,24.8,9.2,70.9,2021,Pasir Panjang
28,29 Oct,0.0,0.0,0.0,0.0,29.2,32.1,27.7,9.7,32.4,2021,Pasir Panjang
29,30 Oct,0.0,0.0,0.0,0.0,29.4,32.1,27.8,8.9,32.0,2021,Pasir Panjang
30,31 Oct,30.2,18.6,26.4,27.6,27.6,30.8,23.8,9.0,47.6,2021,Pasir Panjang
0,1 Sep,5.0,2.4,3.0,3.8,27.2,30.0,24.9,20.0,49.3,2021,Pasir Panjang
1,2 Sep,23.0,10.8,14.0,17.0,26.0,27.6,23.2,12.8,68.0,2021,Pasir Panjang
2,3 Sep,0.0,0.0,0.0,0.0,27.9,30.5,25.8,8.7,24.8,2021,Pasir Panjang
3,4 Sep,12.4,7.4,12.0,12.4,28.0,32.1,23.3,10.7,55.0,2021,Pasir Panjang
4,5 Sep,0.0,0.0,0.0,0.0,28.5,31.8,26.9,9.9,27.0,2021,Pasir Panjang
5,6 Sep,12.0,11.6,12.0,12.0,27.9,30.9,22.9,9.1,64.4,2021,Pasir Panjang
6,7 Sep,0.0,0.0,0.0,0.0,27.6,30.0,25.9,9.6,45.7,2021,Pasir Panjang
7,8 Sep,2.8,1.2,1.8,2.6,27.6,30.0,24.3,11.4,56.5,2021,Pasir Panjang
8,9 Sep,0.0,0.0,0.0,0.0,28.5,29.9,27.5,12.0,32.8,2021,Pasir Panjang
9,10 Sep,36.8,21.4,32.4,36.2,26.9,28.6,22.5,13.2,72.0,2021,Pasir Panjang
10,11 Sep,0.0,0.0,0.0,0.0,28.9,31.2,27.3,9.4,27.4,2021,Pasir Panjang
11,12 Sep,0.0,0.0,0.0,0.0,28.6,31.1,27.5,11.6,44.6,2021,Pasir Panjang
12,13 Sep,1.8,1.0,1.6,1.6,27.2,28.6,25.7,12.8,45.7,2021,Pasir Panjang
13,14 Sep,6.0,4.4,4.8,5.6,28.0,29.6,26.7,8.8,28.9,2021,Pasir Panjang
14,15 Sep,0.0,0.0,0.0,0.0,28.9,32.2,27.4,10.5,30.2,2021,Pasir Panjang
15,16 Sep,0.0,0.0,0.0,0.0,28.9,31.8,26.6,10.6,46.5,2021,Pasir Panjang
16,17 Sep,0.0,0.0,0.0,0.0,29.4,33.2,27.5,11.1,38.2,2021,Pasir Panjang
17,18 Sep,0.0,0.0,0.0,0.0,28.9,31.3,27.9,10.4,34.3,2021,Pasir Panjang
18,19 Sep,35.4,19.4,26.2,27.4,27.3,28.7,23.4,9.9,46.5,2021,Pasir Panjang
19,20 Sep,0.0,0.0,0.0,0.0,28.2,30.9,25.4,11.3,32.0,2021,Pasir Panjang
20,21 Sep,10.6,10.4,10.6,10.6,28.6,29.9,25.2,11.2,54.8,2021,Pasir Panjang
21,22 Sep,2.0,1.4,1.8,2.0,28.2,30.8,23.9,10.8,53.7,2021,Pasir Panjang
22,23 Sep,9.4,6.0,8.6,9.2,27.9,30.6,23.7,12.1,64.1,2021,Pasir Panjang
23,24 Sep,0.0,0.0,0.0,0.0,29.0,30.9,27.9,9.5,28.5,2021,Pasir Panjang
24,25 Sep,0.0,0.0,0.0,0.0,28.7,30.8,27.2,9.2,45.4,2021,Pasir Panjang
25,26 Sep,1.8,1.4,1.6,1.6,28.7,31.8,25.9,9.7,40.7,2021,Pasir Panjang
26,27 Sep,5.0,1.6,2.0,2.0,27.1,29.9,25.6,9.4,37.8,2021,Pasir Panjang
27,28 Sep,18.4,12.2,18.2,18.4,27.2,31.1,24.3,8.0,32.4,2021,Pasir Panjang
28,29 Sep,0.0,0.0,0.0,0.0,28.2,30.1,26.3,10.7,42.0,2021,Pasir Panjang
29,30 Sep,8.4,3.4,3.6,5.0,26.9,28.7,25.2,17.6,56.9,2021,Pasir Panjang
0,1 Aug,44.6,25.8,38.8,44.4,28.0,29.9,23.1,11.1,77.4,2021,Pasir Panjang
1,2 Aug,0.0,0.0,0.0,0.0,29.1,30.7,27.7,9.5,27.8,2021,Pasir Panjang
2,3 Aug,0.8,0.6,0.6,0.8,28.8,31.9,24.4,9.5,68.7,2021,Pasir Panjang
3,4 Aug,8.2,7.6,8.0,8.0,27.5,29.2,23.3,14.5,59.1,2021,Pasir Panjang
4,5 Aug,0.0,0.0,0.0,0.0,29.0,31.4,27.4,11.5,30.2,2021,Pasir Panjang
5,6 Aug,0.0,0.0,0.0,0.0,29.7,31.9,28.7,10.6,33.9,2021,Pasir Panjang
6,7 Aug,0.2,0.2,0.2,0.2,29.4,31.7,28.1,9.8,33.2,2021,Pasir Panjang
7,8 Aug,1.2,1.0,1.2,1.2,27.8,31.1,24.9,9.8,64.1,2021,Pasir Panjang
8,9 Aug,0.0,0.0,0.0,0.0,28.0,30.7,25.4,11.2,29.4,2021,Pasir Panjang
9,10 Aug,0.0,0.0,0.0,0.0,29.0,30.9,28.0,12.2,35.9,2021,Pasir Panjang
10,11 Aug,0.6,0.6,0.6,0.6,28.8,30.5,27.2,9.5,35.9,2021,Pasir Panjang
11,12 Aug,0.0,0.0,0.0,0.0,29.1,30.5,27.8,9.6,35.6,2021,Pasir Panjang
12,13 Aug,1.0,0.8,0.8,0.8,28.1,30.3,25.3,9.2,43.9,2021,Pasir Panjang
13,14 Aug,52.6,27.0,49.8,52.6,28.0,31.6,23.4,8.4,45.7,2021,Pasir Panjang
14,15 Aug,20.8,16.0,17.4,19.0,27.7,30.5,24.2,8.8,35.0,2021,Pasir Panjang
15,16 Aug,1.2,1.2,3.0,4.2,27.8,31.6,24.8,8.1,27.8,2021,Pasir Panjang
16,17 Aug,12.8,7.8,8.2,9.0,26.7,27.9,24.0,9.2,49.6,2021,Pasir Panjang
17,18 Aug,2.2,0.8,1.4,1.8,26.1,27.8,24.8,9.1,36.3,2021,Pasir Panjang
18,19 Aug,52.8,16.2,24.4,32.8,26.6,28.6,22.3,22.6,61.9,2021,Pasir Panjang
19,20 Aug,6.4,2.0,3.6,4.8,26.5,28.7,24.2,10.1,41.5,2021,Pasir Panjang
20,21 Aug,0.2,0.2,0.2,0.2,27.7,28.8,26.7,10.4,30.6,2021,Pasir Panjang
21,22 Aug,2.6,0.8,1.4,1.4,26.9,29.7,24.5,9.2,54.8,2021,Pasir Panjang
22,23 Aug,1.2,0.8,0.8,1.2,27.0,29.1,24.9,8.5,34.3,2021,Pasir Panjang
23,24 Aug,63.8,21.6,26.6,35.0,26.1,28.0,23.5,9.1,53.7,2021,Pasir Panjang
24,25 Aug,6.0,4.0,4.0,5.8,26.4,27.6,24.5,9.9,38.2,2021,Pasir Panjang
25,26 Aug,0.2,0.2,0.2,0.2,27.5,30.6,26.0,8.4,39.3,2021,Pasir Panjang
26,27 Aug,0.0,0.0,0.0,0.0,28.0,30.9,26.2,9.8,44.3,2021,Pasir Panjang
27,28 Aug,0.0,0.0,0.0,0.0,28.6,31.3,27.3,11.2,29.1,2021,Pasir Panjang
28,29 Aug,3.0,1.0,1.6,1.8,27.1,28.7,25.1,9.3,32.8,2021,Pasir Panjang
29,30 Aug,45.8,23.2,32.4,36.4,26.1,27.6,21.8,11.0,55.0,2021,Pasir Panjang
30,31 Aug,8.8,3.6,4.8,7.2,27.4,30.0,24.1,9.2,33.2,2021,Pasir Panjang
0,1 Jul,0.8,0.8,0.8,0.8,29.2,31.2,28.0,11.1,32.0,2021,Pasir Panjang
1,2 Jul,0.0,0.0,0.0,0.0,28.9,30.3,28.0,8.7,28.2,2021,Pasir Panjang
2,3 Jul,1.0,0.8,1.0,1.0,29.0,31.7,27.2,8.5,30.2,2021,Pasir Panjang
3,4 Jul,36.4,28.2,33.4,34.6,26.8,28.6,23.0,10.9,47.8,2021,Pasir Panjang
4,5 Jul,11.8,10.2,11.6,11.6,28.1,29.7,24.3,9.2,37.8,2021,Pasir Panjang
5,6 Jul,8.4,8.2,8.4,8.4,28.3,29.4,24.5,9.7,40.7,2021,Pasir Panjang
6,7 Jul,0.0,0.0,0.0,0.0,28.6,30.3,27.3,7.8,21.3,2021,Pasir Panjang
7,8 Jul,0.0,0.0,0.0,0.0,29.4,31.5,28.0,9.5,26.3,2021,Pasir Panjang
8,9 Jul,20.6,16.2,18.8,20.6,28.8,31.6,24.5,9.9,37.0,2021,Pasir Panjang
9,10 Jul,6.8,2.0,3.0,4.4,26.3,27.5,24.8,6.0,25.6,2021,Pasir Panjang
10,11 Jul,19.8,15.0,17.0,19.0,26.2,29.2,23.6,6.6,41.5,2021,Pasir Panjang
11,12 Jul,52.0,24.0,36.8,46.0,26.4,30.4,23.3,10.5,42.8,2021,Pasir Panjang
12,13 Jul,8.0,3.0,3.4,3.8,25.8,28.3,23.7,18.5,63.0,2021,Pasir Panjang
13,14 Jul,0.0,0.0,0.0,0.0,27.4,28.9,25.3,8.1,29.1,2021,Pasir Panjang
14,15 Jul,0.0,0.0,0.0,0.0,28.8,30.8,26.6,9.7,25.6,2021,Pasir Panjang
15,16 Jul,0.0,0.0,0.0,0.0,29.6,32.0,28.3,10.6,23.7,2021,Pasir Panjang
16,17 Jul,0.0,0.0,0.0,0.0,29.4,32.2,28.1,10.9,25.9,2021,Pasir Panjang
17,18 Jul,0.0,0.0,0.0,0.0,29.5,32.4,28.3,10.0,28.9,2021,Pasir Panjang
18,19 Jul,0.0,0.0,0.0,0.0,28.7,30.3,26.7,9.8,52.6,2021,Pasir Panjang
19,20 Jul,0.0,0.0,0.0,0.0,29.3,31.0,28.1,10.3,25.6,2021,Pasir Panjang
20,21 Jul,0.0,0.0,0.0,0.0,29.7,32.3,28.5,12.3,29.4,2021,Pasir Panjang
21,22 Jul,0.0,0.0,0.0,0.0,29.8,32.2,28.2,11.3,32.8,2021,Pasir Panjang
22,23 Jul,0.2,0.2,0.2,0.2,29.0,32.1,26.1,10.7,79.6,2021,Pasir Panjang
23,24 Jul,0.0,0.0,0.0,0.2,29.0,30.9,28.0,11.2,27.4,2021,Pasir Panjang
24,25 Jul,0.0,0.0,0.0,0.0,29.9,32.9,28.3,10.6,27.0,2021,Pasir Panjang
25,26 Jul,0.0,0.0,0.0,0.0,29.7,31.7,28.6,11.5,27.8,2021,Pasir Panjang
26,27 Jul,0.0,0.0,0.0,0.0,29.7,31.8,28.7,10.0,31.3,2021,Pasir Panjang
27,28 Jul,0.0,0.0,0.0,0.0,29.6,31.3,28.9,12.9,36.3,2021,Pasir Panjang
28,29 Jul,0.0,0.0,0.0,0.0,29.9,32.1,28.7,12.5,29.4,2021,Pasir Panjang
29,30 Jul,0.0,0.0,0.0,0.0,29.9,32.7,28.6,10.5,27.0,2021,Pasir Panjang
30,31 Jul,6.0,3.8,5.8,6.0,28.3,29.9,23.5,13.1,73.2,2021,Pasir Panjang
0,1 Jun,0.0,0.0,0.0,0.0,29.3,31.6,27.6,9.0,69.5,2021,Pasir Panjang
1,2 Jun,2.6,1.4,1.4,1.4,28.9,31.3,27.1,8.6,42.8,2021,Pasir Panjang
2,3 Jun,0.0,0.0,0.0,0.0,30.2,32.4,27.7,9.6,26.7,2021,Pasir Panjang
3,4 Jun,0.0,0.0,0.0,0.0,30.1,32.4,27.7,8.5,34.6,2021,Pasir Panjang
4,5 Jun,0.0,0.0,0.0,0.0,29.9,30.8,29.2,11.1,38.5,2021,Pasir Panjang
5,6 Jun,0.0,0.0,0.0,0.0,29.8,32.2,28.0,9.2,30.2,2021,Pasir Panjang
6,7 Jun,0.6,0.6,0.6,0.6,30.1,31.6,29.1,10.6,29.1,2021,Pasir Panjang
7,8 Jun,0.0,0.0,0.0,0.0,29.9,31.8,28.1,9.2,26.7,2021,Pasir Panjang
8,9 Jun,0.0,0.0,0.0,0.0,29.5,31.1,28.6,8.2,28.2,2021,Pasir Panjang
9,10 Jun,39.4,23.0,28.8,37.0,28.6,31.5,24.5,9.8,57.6,2021,Pasir Panjang
10,11 Jun,0.0,0.0,0.0,1.0,28.8,31.1,26.7,8.2,21.7,2021,Pasir Panjang
11,12 Jun,1.8,1.8,1.8,1.8,29.9,32.1,28.3,10.2,29.1,2021,Pasir Panjang
12,13 Jun,21.2,19.6,20.2,21.2,28.7,30.5,24.3,11.3,35.0,2021,Pasir Panjang
13,14 Jun,0.0,0.0,0.0,0.0,29.2,31.8,26.9,7.5,31.3,2021,Pasir Panjang
14,15 Jun,1.8,1.0,1.2,1.2,27.9,31.4,25.6,8.3,40.4,2021,Pasir Panjang
15,16 Jun,0.0,0.0,0.0,0.0,27.9,29.6,25.7,9.3,58.3,2021,Pasir Panjang
16,17 Jun,0.0,0.0,0.0,0.0,29.3,31.5,27.3,8.7,28.9,2021,Pasir Panjang
17,18 Jun,15.2,8.8,10.0,10.8,27.1,29.1,24.8,8.6,67.4,2021,Pasir Panjang
18,19 Jun,0.6,0.4,0.6,0.6,28.5,31.0,26.6,7.6,25.9,2021,Pasir Panjang
19,20 Jun,57.2,27.8,30.6,53.8,27.8,31.6,23.0,9.0,63.0,2021,Pasir Panjang
20,21 Jun,0.0,0.0,0.0,0.6,28.4,31.2,24.7,7.8,30.2,2021,Pasir Panjang
21,22 Jun,0.4,0.4,0.4,0.4,28.5,30.3,25.2,9.9,59.1,2021,Pasir Panjang
22,23 Jun,0.0,0.0,0.0,0.0,28.8,31.3,25.1,11.7,52.6,2021,Pasir Panjang
23,24 Jun,0.6,0.4,0.6,0.6,28.9,31.5,26.7,8.2,43.9,2021,Pasir Panjang
24,25 Jun,29.0,20.6,27.2,28.6,28.3,29.8,23.6,8.6,45.0,2021,Pasir Panjang
25,26 Jun,10.6,4.6,7.2,10.4,28.0,30.3,24.8,10.4,44.6,2021,Pasir Panjang
26,27 Jun,1.2,1.0,1.0,1.0,28.0,28.9,26.9,8.5,29.8,2021,Pasir Panjang
27,28 Jun,0.0,0.0,0.0,0.0,29.0,31.5,26.8,7.8,28.2,2021,Pasir Panjang
28,29 Jun,134.4,33.4,49.4,65.4,27.1,29.4,22.6,9.4,47.2,2021,Pasir Panjang
29,30 Jun,0.2,0.8,1.4,11.0,28.0,31.0,24.3,9.0,37.0,2021,Pasir Panjang
0,1 May,0.2,0.2,0.2,0.2,28.5,31.5,26.4,7.6,37.8,2021,Pasir Panjang
1,2 May,0.0,0.0,0.0,0.2,29.9,33.8,26.6,8.5,29.8,2021,Pasir Panjang
2,3 May,0.0,0.0,0.0,0.0,29.8,32.6,27.6,8.8,35.6,2021,Pasir Panjang
3,4 May,15.8,10.0,13.4,15.8,28.5,31.6,24.4,8.2,43.9,2021,Pasir Panjang
4,5 May,1.4,1.0,1.4,1.4,27.6,31.1,25.8,7.9,26.3,2021,Pasir Panjang
5,6 May,1.6,0.4,0.8,1.0,27.5,28.6,26.4,6.1,24.1,2021,Pasir Panjang
6,7 May,21.8,20.0,21.8,21.8,28.4,32.0,25.9,7.3,25.9,2021,Pasir Panjang
7,8 May,27.4,24.8,27.0,27.2,27.9,31.4,23.2,6.7,69.5,2021,Pasir Panjang
8,9 May,0.0,0.0,0.0,0.2,28.2,31.3,26.9,7.0,28.2,2021,Pasir Panjang
9,10 May,0.0,0.0,0.0,0.0,29.5,32.5,27.2,7.3,20.6,2021,Pasir Panjang
10,11 May,0.0,0.0,0.0,0.0,29.9,32.8,28.4,8.8,34.3,2021,Pasir Panjang
11,12 May,45.0,32.6,43.0,44.6,28.1,30.4,25.4,7.4,30.6,2021,Pasir Panjang
12,13 May,0.0,0.0,0.0,0.0,29.0,31.1,26.9,8.2,25.2,2021,Pasir Panjang
13,14 May,34.4,19.2,19.6,19.6,28.5,29.6,26.1,8.7,43.2,2021,Pasir Panjang
14,15 May,6.8,3.4,6.2,6.4,27.9,29.4,24.0,10.5,59.4,2021,Pasir Panjang
15,16 May,0.0,0.0,0.0,0.0,29.3,31.2,27.3,8.0,24.8,2021,Pasir Panjang
16,17 May,24.6,16.6,18.4,19.0,28.5,29.8,25.2,8.7,48.9,2021,Pasir Panjang
17,18 May,54.4,18.2,23.8,43.2,26.6,28.4,24.6,11.5,38.9,2021,Pasir Panjang
18,19 May,0.0,0.0,0.0,0.0,28.0,29.3,26.7,6.7,25.6,2021,Pasir Panjang
19,20 May,0.0,0.0,0.0,0.0,29.0,31.3,26.8,8.8,29.8,2021,Pasir Panjang
20,21 May,19.4,14.8,18.6,19.2,28.1,30.7,24.5,9.3,42.8,2021,Pasir Panjang
21,22 May,0.0,0.0,0.0,0.0,27.5,29.2,26.1,10.1,40.0,2021,Pasir Panjang
22,23 May,0.0,0.0,0.0,0.0,29.5,32.1,27.8,10.5,28.9,2021,Pasir Panjang
23,24 May,0.0,0.0,0.0,0.0,30.1,32.4,28.7,10.7,29.8,2021,Pasir Panjang
24,25 May,0.0,0.0,0.0,0.0,30.3,32.7,28.8,11.2,27.8,2021,Pasir Panjang
25,26 May,0.0,0.0,0.0,0.0,30.1,32.3,29.1,10.5,28.5,2021,Pasir Panjang
26,27 May,8.2,8.0,8.0,8.2,29.2,31.0,27.0,7.0,29.8,2021,Pasir Panjang
27,28 May,0.0,0.0,0.0,0.0,29.0,31.5,26.8,7.9,24.1,2021,Pasir Panjang
28,29 May,7.6,6.4,7.4,7.4,28.4,29.4,25.9,9.1,37.0,2021,Pasir Panjang
29,30 May,0.0,0.0,0.0,0.0,29.4,31.7,28.4,8.9,32.8,2021,Pasir Panjang
30,31 May,8.2,6.4,6.8,7.8,28.9,30.8,25.0,8.3,67.6,2021,Pasir Panjang
0,1 Apr,0.0,0.0,0.0,0.0,30.2,31.9,28.6,20.1,61.1,2021,Pasir Panjang
1,2 Apr,11.4,11.0,11.4,11.4,29.2,32.9,24.8,9.4,35.6,2021,Pasir Panjang
2,3 Apr,22.6,10.6,12.4,16.2,27.8,32.0,24.2,8.5,49.6,2021,Pasir Panjang
3,4 Apr,46.2,24.6,31.8,46.6,27.6,31.6,23.4,9.3,39.6,2021,Pasir Panjang
4,5 Apr,44.0,37.0,42.8,43.4,27.0,30.4,23.5,8.3,56.9,2021,Pasir Panjang
5,6 Apr,13.0,8.0,12.0,13.0,27.5,31.6,24.6,6.9,42.4,2021,Pasir Panjang
6,7 Apr,1.0,0.6,0.6,0.6,28.2,32.4,25.1,10.2,73.5,2021,Pasir Panjang
7,8 Apr,0.0,0.0,0.0,0.0,28.1,31.3,26.0,9.8,33.9,2021,Pasir Panjang
8,9 Apr,34.2,31.6,31.6,31.6,27.8,31.4,24.0,7.9,62.2,2021,Pasir Panjang
9,10 Apr,0.0,0.0,0.2,0.2,28.9,32.5,25.7,8.6,29.4,2021,Pasir Panjang
10,11 Apr,0.0,0.0,0.0,0.0,29.3,32.5,27.2,9.2,30.9,2021,Pasir Panjang
11,12 Apr,25.8,24.6,25.6,25.6,28.5,32.5,22.5,8.9,42.4,2021,Pasir Panjang
12,13 Apr,0.0,0.0,0.0,0.0,29.0,31.8,27.7,7.3,32.0,2021,Pasir Panjang
13,14 Apr,0.0,0.0,0.0,0.0,28.3,30.4,25.5,9.5,53.7,2021,Pasir Panjang
14,15 Apr,6.8,4.2,6.0,6.8,27.5,31.3,25.3,6.9,28.2,2021,Pasir Panjang
15,16 Apr,6.2,6.2,6.2,6.2,27.9,29.6,23.9,7.0,37.0,2021,Pasir Panjang
16,17 Apr,93.6,27.2,35.2,63.0,25.9,31.1,23.4,8.5,58.7,2021,Pasir Panjang
17,18 Apr,0.0,0.0,0.0,0.0,27.7,30.5,25.0,7.8,36.7,2021,Pasir Panjang
18,19 Apr,0.0,0.0,0.0,0.0,27.9,29.9,25.6,9.1,51.5,2021,Pasir Panjang
19,20 Apr,0.0,0.0,0.0,0.0,28.7,30.9,26.5,9.2,32.0,2021,Pasir Panjang
20,21 Apr,0.2,0.2,0.2,0.2,29.1,31.4,28.0,9.3,26.3,2021,Pasir Panjang
21,22 Apr,13.0,12.6,12.8,13.0,27.5,29.3,25.2,9.4,35.2,2021,Pasir Panjang
22,23 Apr,1.2,0.6,0.8,1.2,28.2,30.4,25.3,12.1,42.8,2021,Pasir Panjang
23,24 Apr,27.4,17.0,20.4,24.4,27.0,29.2,24.6,8.9,61.9,2021,Pasir Panjang
24,25 Apr,0.0,0.0,0.0,0.0,29.0,31.7,26.5,8.0,20.9,2021,Pasir Panjang
25,26 Apr,3.2,2.4,3.0,3.2,28.3,31.5,25.3,8.8,45.0,2021,Pasir Panjang
26,27 Apr,0.0,0.0,0.0,0.0,28.1,30.4,26.3,7.9,26.3,2021,Pasir Panjang
27,28 Apr,0.0,0.0,0.0,0.0,28.8,31.6,26.7,7.5,21.3,2021,Pasir Panjang
28,29 Apr,0.0,0.0,0.0,0.0,29.4,33.2,27.5,9.3,32.0,2021,Pasir Panjang
29,30 Apr,1.2,1.2,1.2,1.2,28.3,30.5,26.9,8.1,30.2,2021,Pasir Panjang
0,1 Mar,0.0,0.0,0.0,0.0,28.4,31.9,25.9,10.6,28.5,2021,Pasir Panjang
1,2 Mar,0.0,0.0,0.0,0.0,28.5,33.8,25.6,12.0,33.5,2021,Pasir Panjang
2,3 Mar,0.0,0.0,0.0,0.0,28.6,33.2,26.0,11.0,38.2,2021,Pasir Panjang
3,4 Mar,0.0,0.0,0.0,0.0,28.9,33.1,26.3,11.6,35.9,2021,Pasir Panjang
4,5 Mar,0.0,0.0,0.0,0.0,29.1,33.2,26.7,11.0,32.4,2021,Pasir Panjang
5,6 Mar,0.6,0.4,0.4,0.6,28.4,32.7,26.4,12.0,36.7,2021,Pasir Panjang
6,7 Mar,30.0,10.2,16.2,24.6,26.2,30.9,24.0,14.4,76.7,2021,Pasir Panjang
7,8 Mar,0.0,0.0,0.0,0.0,27.1,32.2,24.6,10.1,32.8,2021,Pasir Panjang
8,9 Mar,0.0,0.0,0.0,0.0,27.9,32.3,25.4,15.9,41.1,2021,Pasir Panjang
9,10 Mar,0.0,0.0,0.0,0.0,28.3,33.2,25.5,14.5,45.0,2021,Pasir Panjang
10,11 Mar,0.0,0.0,0.0,0.0,28.4,32.5,26.0,13.2,40.0,2021,Pasir Panjang
11,12 Mar,8.4,7.8,7.8,7.8,26.7,29.9,23.4,9.2,32.4,2021,Pasir Panjang
12,13 Mar,0.0,0.0,0.0,0.0,27.0,31.6,25.1,9.5,35.6,2021,Pasir Panjang
13,14 Mar,2.4,2.2,2.2,2.2,27.7,31.1,25.5,8.4,26.7,2021,Pasir Panjang
